insee_code,name,postal_codes,department_code,department_name
24567,Vaunac,24800,24,Dordogne
24568,Vélines,24230,24,Dordogne
24569,Vendoire,24320,24,Dordogne
24570,Verdon,24520,24,Dordogne
24571,Vergt,24380,24,Dordogne
24572,Vergt-de-Biron,24540,24,Dordogne
24573,Verteillac,24320,24,Dordogne
24574,Veyrignac,24370,24,Dordogne
24575,Veyrines-de-Domme,24250,24,Dordogne
24576,Veyrines-de-Vergt,24380,24,Dordogne
24577,Vézac,24220,24,Dordogne
24580,Villac,24120,24,Dordogne
24581,Villamblard,24140,24,Dordogne
24582,Villars,24530,24,Dordogne
24584,Villefranche-de-Lonchat,24610,24,Dordogne
24585,Villefranche-du-Périgord,24550,24,Dordogne
24586,Villetoureix,24600,24,Dordogne
24587,Vitrac,24200,24,Dordogne
25001,Abbans-Dessous,25320,25,Doubs
25002,Abbans-Dessus,25440,25,Doubs
25003,Abbenans,25340,25,Doubs
25004,Abbévillers,25310,25,Doubs
25005,Accolans,25250,25,Doubs
25006,Adam-lès-Passavant,25360,25,Doubs
25007,Adam-lès-Vercel,25530,25,Doubs
25008,Aibre,25750,25,Doubs
25009,Aïssey,25360,25,Doubs
25011,Allenjoie,25490,25,Doubs
25012,Les Alliés,25300,25,Doubs
25013,Allondans,25550,25,Doubs
25014,Amagney,25220,25,Doubs
25015,Amancey,25330,25,Doubs
25016,Amathay-Vésigneux,25330,25,Doubs
25017,Amondans,25330,25,Doubs
25018,Anteuil,25340,25,Doubs
25019,Appenans,25250,25,Doubs
25020,Arbouans,25400,25,Doubs
25021,Arc-et-Senans,25610,25,Doubs
25022,Arcey,25750,25,Doubs
25024,Arçon,25300,25,Doubs
25025,Arc-sous-Cicon,25520,25,Doubs
25026,Arc-sous-Montenot,25270,25,Doubs
25029,Aubonne,25520,25,Doubs
25030,Audeux,25170,25,Doubs
25031,Audincourt,25400,25,Doubs
25032,Autechaux,25110,25,Doubs
25033,Autechaux-Roide,25150,25,Doubs
25035,Les Auxons,25870,25,Doubs
25036,Avanne-Aveney,25720,25,Doubs
25038,Avilley,25680,25,Doubs
25039,Avoudrey,25690,25,Doubs
25040,Badevel,25490,25,Doubs
25041,Bannans,25560,25,Doubs
25042,Le Barboux,25210,25,Doubs
25043,Bart,25420,25,Doubs
25044,Bartherans,25440,25,Doubs
25045,Battenans-les-Mines,25640,25,Doubs
25046,Battenans-Varin,25380,25,Doubs
25047,Baume-les-Dames,25110,25,Doubs
25048,Bavans,25550,25,Doubs
25049,Belfays,25470,25,Doubs
25050,Le Bélieu,25500,25,Doubs
25051,Belleherbe,25380,25,Doubs
25052,Belmont,25530,25,Doubs
25053,Belvoir,25430,25,Doubs
25054,Berche,25420,25,Doubs
25055,Berthelange,25410,25,Doubs
25056,Besançon,25000,25,Doubs
25057,Bethoncourt,25200,25,Doubs
25058,Beure,25720,25,Doubs
25059,Beutal,25250,25,Doubs
25060,Val-d'Usiers,25520,25,Doubs
25061,Bief,25190,25,Doubs
25062,Le Bizot,25210,25,Doubs
25063,Blamont,25310,25,Doubs
25065,Blarians,25640,25,Doubs
25066,Blussangeaux,25250,25,Doubs
25067,Blussans,25250,25,Doubs
25070,Bolandoz,25330,25,Doubs
25071,Bondeval,25230,25,Doubs
25072,Bonnal,25680,25,Doubs
25073,Bonnay,25870,25,Doubs
25074,Bonnétage,25210,25,Doubs
25075,Bonnevaux,25560,25,Doubs
25077,La Bosse,25210,25,Doubs
25078,Bouclans,25360,25,Doubs
25079,Boujailles,25560,25,Doubs
25082,Bourguignon,25150,25,Doubs
25083,Bournois,25250,25,Doubs
25084,Boussières,25320,25,Doubs
25085,Bouverans,25560,25,Doubs
25086,Braillans,25640,25,Doubs
25087,Branne,25340,25,Doubs
25088,Breconchaux,25640,25,Doubs
25089,Bremondans,25530,25,Doubs
25090,Brères,25440,25,Doubs
25091,Les Bréseux,25120,25,Doubs
25092,La Bretenière,25640,25,Doubs
25093,Bretigney,25250,25,Doubs
25094,Bretigney-Notre-Dame,25110,25,Doubs
25095,Bretonvillers,25380,25,Doubs
25096,Brey-et-Maison-du-Bois,25240,25,Doubs
25097,Brognard,25600,25,Doubs
25098,Buffard,25440,25,Doubs
25099,Bugny,25520,25,Doubs
25100,Bulle,25560,25,Doubs
25101,Burgille,25170,25,Doubs
25102,Burnevillers,25470,25,Doubs
25103,Busy,25320,25,Doubs
25104,By,25440,25,Doubs
25105,Byans-sur-Doubs,25320,25,Doubs
25106,Cademène,25290,25,Doubs
25107,Cendrey,25640,25,Doubs
25108,Cernay-l'Église,25120,25,Doubs
25109,Cessey,25440,25,Doubs
25110,Chaffois,25300,25,Doubs
25111,Chalèze,25220,25,Doubs
25112,Chalezeule,25220,25,Doubs
25113,Chamesey,25380,25,Doubs
25114,Chamesol,25190,25,Doubs
25115,Champagney,25170,25,Doubs
25116,Champlive,25360,25,Doubs
25117,Champoux,25640,25,Doubs
25119,Champvans-les-Moulins,25170,25,Doubs
25120,Chantrans,25330,25,Doubs
25121,Chapelle-des-Bois,25240,25,Doubs
25122,Chapelle-d'Huin,25270,25,Doubs
25124,Charmauvillers,25470,25,Doubs
25125,Charmoille,25380,25,Doubs
25126,Charnay,25440,25,Doubs
25127,Charquemont,25140,25,Doubs
25129,Chassagne-Saint-Denis,25290,25,Doubs
25130,Châteauvieux-les-Fossés,25840,25,Doubs
25131,Châtelblanc,25240,25,Doubs
25132,Châtillon-Guyotte,25640,25,Doubs
25133,Châtillon-le-Duc,25870,25,Doubs
25136,Chaucenne,25170,25,Doubs
25138,Les Terres-de-Chaux,25190,25,Doubs
25139,La Chaux,25650,25,Doubs
25141,Chaux-lès-Passavant,25530,25,Doubs
25142,Chaux-Neuve,25240,25,Doubs
25143,Chay,25440,25,Doubs
25145,Chazot,25430,25,Doubs
25147,Chemaudin et Vaux,25320;25770,25,Doubs
25148,La Chenalotte,25500,25,Doubs
25149,Chenecey-Buillon,25440,25,Doubs
25150,Chevigney-sur-l'Ognon,25170,25,Doubs
25151,Chevigney-lès-Vercel,25530,25,Doubs
25152,La Chevillotte,25620,25,Doubs
25153,Chevroz,25870,25,Doubs
25154,Chouzelot,25440,25,Doubs
25155,Cléron,25330,25,Doubs
25156,Pays-de-Clerval,25340,25,Doubs
25157,La Cluse-et-Mijoux,25300,25,Doubs
25159,Colombier-Fontaine,25260,25,Doubs
25160,Les Combes,25500,25,Doubs
25161,Consolation-Maisonnettes,25390,25,Doubs
25162,Corcelles-Ferrières,25410,25,Doubs
25163,Corcelle-Mieslot,25640,25,Doubs
25164,Corcondray,25410,25,Doubs
25166,Côtebrune,25360,25,Doubs
25170,Courcelles-lès-Montbéliard,25420,25,Doubs
25171,Courcelles,25440,25,Doubs
25172,Courchapon,25170,25,Doubs
25173,Cour-Saint-Maurice,25380,25,Doubs
25174,Courtefontaine,25470,25,Doubs
25175,Courtetain-et-Salans,25530,25,Doubs
25176,Courvières,25560,25,Doubs
25177,Crosey-le-Grand,25340,25,Doubs
25178,Crosey-le-Petit,25340,25,Doubs
25179,Le Crouzet,25240,25,Doubs
25180,Crouzet-Migette,25270,25,Doubs
25181,Cubrial,25680,25,Doubs
25182,Cubry,25680,25,Doubs
25183,Cusance,25110,25,Doubs
25184,Cuse-et-Adrisans,25680,25,Doubs
25185,Cussey-sur-Lison,25440,25,Doubs
25186,Cussey-sur-l'Ognon,25870,25,Doubs
25187,Dambelin,25150,25,Doubs
25188,Dambenois,25600,25,Doubs
25189,Dammartin-les-Templiers,25110,25,Doubs
25190,Dampierre-les-Bois,25490,25,Doubs
25191,Dampierre-sur-le-Doubs,25420,25,Doubs
25192,Dampjoux,25190,25,Doubs
25193,Damprichard,25450,25,Doubs
25194,Dannemarie,25310,25,Doubs
25195,Dannemarie-sur-Crète,25410,25,Doubs
25196,Dasle,25230,25,Doubs
25197,Deluz,25960,25,Doubs
25198,Désandans,25750,25,Doubs
25199,Déservillers,25330,25,Doubs
25200,Devecey,25870,25,Doubs
25201,Dommartin,25300,25,Doubs
25202,Dompierre-les-Tilleuls,25560,25,Doubs
25203,Domprel,25510,25,Doubs
25204,Doubs,25300,25,Doubs
25207,Dung,25550,25,Doubs
25208,Durnes,25580,25,Doubs
25209,Échay,25440,25,Doubs
25210,Échenans,25550,25,Doubs
25211,Échevannes,25580,25,Doubs
25212,École-Valentin,25480,25,Doubs
25213,Les Écorces,25140,25,Doubs
25214,Écot,25150,25,Doubs
25215,L'Écouvotte,25640,25,Doubs
25216,Écurcey,25150,25,Doubs
25217,Émagny,25170,25,Doubs
25218,Épenouse,25530,25,Doubs
25219,Épenoy,25800,25,Doubs
25220,Épeugney,25290,25,Doubs
25221,Esnans,25110,25,Doubs
25222,Étalans,25580;25620,25,Doubs
25223,Éternoz-Vallée-du-Lison,25330,25,Doubs
25224,Étouvans,25260,25,Doubs
25225,Étrabonne,25170,25,Doubs
25226,Étrappe,25250,25,Doubs
25227,Étray,25800,25,Doubs
25228,Étupes,25460,25,Doubs
25229,Évillers,25520,25,Doubs
25230,Exincourt,25400,25,Doubs
25231,Eysson,25530,25,Doubs
25232,Faimbe,25250,25,Doubs
25233,Fallerans,25580,25,Doubs
25234,Ferrières-le-Lac,25470,25,Doubs
25235,Ferrières-les-Bois,25410,25,Doubs
25236,Fertans,25330,25,Doubs
25237,Fesches-le-Châtel,25490,25,Doubs
25238,Fessevillers,25470,25,Doubs
25239,Feule,25190,25,Doubs
25240,Les Fins,25500,25,Doubs
25241,Flagey,25330,25,Doubs
25242,Flagey-Rigney,25640,25,Doubs
25243,Flangebouche,25390,25,Doubs
25244,Fleurey,25190,25,Doubs
25245,Fontain,25660;25720,25,Doubs
25246,Fontaine-lès-Clerval,25340,25,Doubs
25247,Fontenelle-Montby,25340,25,Doubs
25248,Les Fontenelles,25210,25,Doubs
25249,Fontenotte,25110,25,Doubs
25251,Fourbanne,25110,25,Doubs
25252,Fourcatier-et-Maison-Neuve,25370,25,Doubs
25253,Fourg,25440,25,Doubs
25254,Les Fourgs,25300,25,Doubs
25255,Fournet-Blancheroche,25140,25,Doubs
25256,Frambouhans,25140,25,Doubs
25257,Franey,25170,25,Doubs
25258,Franois,25770,25,Doubs
25259,Frasne,25560,25,Doubs
25261,Froidevaux,25190,25,Doubs
25262,Fuans,25390,25,Doubs
25263,Gellin,25240,25,Doubs
25264,Gémonval,25250,25,Doubs
25265,Geneuille,25870,25,Doubs
25266,Geney,25250,25,Doubs
25267,Gennes,25660,25,Doubs
25268,Germéfontaine,25510,25,Doubs
25269,Germondans,25640,25,Doubs
25270,Gevresin,25270,25,Doubs
25271,Gilley,25650,25,Doubs
25273,Glamondans,25360,25,Doubs
25274,Glay,25310,25,Doubs
25275,Glère,25190,25,Doubs
25276,Gondenans-Montby,25340,25,Doubs
25277,Gondenans-les-Moulins,25680,25,Doubs
25278,Gonsans,25360,25,Doubs
25279,Gouhelans,25680,25,Doubs
25280,Goumois,25470,25,Doubs
25281,Goux-lès-Dambelin,25150,25,Doubs
25283,Goux-sous-Landet,25440,25,Doubs
25284,Grand-Charmont,25200,25,Doubs
25285,Grand'Combe-Châteleu,25570,25,Doubs
25286,Grand'Combe-des-Bois,25210,25,Doubs
25287,Grandfontaine,25320,25,Doubs
25288,Fournets-Luisans,25390,25,Doubs
25289,Grandfontaine-sur-Creuse,25510,25,Doubs
25290,La Grange,25380,25,Doubs
25293,Granges-Narboz,25300,25,Doubs
25295,Les Grangettes,25160,25,Doubs
25296,Les Gras,25790,25,Doubs
25298,Grosbois,25110,25,Doubs
25299,Guillon-les-Bains,25110,25,Doubs
25300,Guyans-Durnes,25580,25,Doubs
25301,Guyans-Vennes,25390,25,Doubs
25304,Hérimoncourt,25310,25,Doubs
25305,L'Hôpital-du-Grosbois,25620,25,Doubs
25306,L'Hôpital-Saint-Lieffroy,25340,25,Doubs
25307,Les Hôpitaux-Neufs,25370,25,Doubs
25308,Les Hôpitaux-Vieux,25370,25,Doubs
25309,Houtaud,25300,25,Doubs
25310,Huanne-Montmartin,25680,25,Doubs
25311,Hyémondans,25250,25,Doubs
25312,Hyèvre-Magny,25110,25,Doubs
25313,Hyèvre-Paroisse,25110,25,Doubs
25314,Indevillers,25470,25,Doubs
25315,L'Isle-sur-le-Doubs,25250,25,Doubs
25316,Issans,25550,25,Doubs
25317,Jallerange,25170,25,Doubs
25318,Jougne,25370,25,Doubs
25320,Labergement-Sainte-Marie,25160,25,Doubs
25321,Villers-le-Lac,25130,25,Doubs
25322,Laire,25550,25,Doubs
25323,Laissey,25820,25,Doubs
25324,Lanans,25360,25,Doubs
25325,Landresse,25530,25,Doubs
25326,Lantenne-Vertière,25170,25,Doubs
25327,Lanthenans,25250,25,Doubs
25328,Larnod,25720,25,Doubs
25329,Laval-le-Prieuré,25210,25,Doubs
25330,Lavans-Quingey,25440,25,Doubs
25331,Lavans-Vuillafans,25580,25,Doubs
25332,Lavernay,25170,25,Doubs
25333,Laviron,25510,25,Doubs
25334,Levier,25270,25,Doubs
25335,Liebvillers,25190,25,Doubs
25336,Liesle,25440,25,Doubs
25338,Lizine,25330,25,Doubs
25339,Lods,25930,25,Doubs
25340,Lombard,25440,25,Doubs
25341,Lomont-sur-Crête,25110,25,Doubs
25342,Longechaux,25690,25,Doubs
25343,Longemaison,25690,25,Doubs
25344,Longevelle-lès-Russey,25380,25,Doubs
25345,Longevelle-sur-Doubs,25260,25,Doubs
25346,Longeville,25330,25,Doubs
25348,Longevilles-Mont-d'Or,25370,25,Doubs
25349,Loray,25390,25,Doubs
25350,Lougres,25260,25,Doubs
25351,Le Luhier,25210,25,Doubs
25354,Luxiol,25110,25,Doubs
25355,Magny-Châtelard,25360,25,Doubs
25356,Maîche,25120,25,Doubs
25357,Maisons-du-Bois-Lièvremont,25650,25,Doubs
25359,Malans,25330,25,Doubs
25360,Malbrans,25620,25,Doubs
25361,Malbuisson,25160,25,Doubs
25362,Malpas,25160,25,Doubs
25364,Mamirolle,25620,25,Doubs
25365,Mancenans,25250,25,Doubs
25366,Mancenans-Lizerne,25120,25,Doubs
25367,Mandeure,25350,25,Doubs
25368,Marchaux-Chaudefontaine,25640,25,Doubs
25369,Marvelise,25250,25,Doubs
25370,Mathay,25700,25,Doubs
25371,Mazerolles-le-Salin,25170,25,Doubs
25372,Médière,25250,25,Doubs
25373,Le Mémont,25210,25,Doubs
25374,Mercey-le-Grand,25410,25,Doubs
25375,Les Monts-Ronds,25620;25660,25,Doubs
25376,Mérey-Vieilley,25870,25,Doubs
25377,Mésandans,25680,25,Doubs
25378,Meslières,25310,25,Doubs
25379,Mesmay,25440,25,Doubs
25380,Métabief,25370,25,Doubs
25381,Miserey-Salines,25480,25,Doubs
25382,Moncey,25870,25,Doubs
25383,Moncley,25170,25,Doubs
25384,Mondon,25680,25,Doubs
25385,Montagney-Servigney,25680,25,Doubs
25386,Montancy,25190,25,Doubs
25387,Montandon,25190,25,Doubs
25388,Montbéliard,25200,25,Doubs
25389,Montbéliardot,25210,25,Doubs
25390,Pays-de-Montbenoît,25650,25,Doubs
25391,Mont-de-Laval,25210,25,Doubs
25392,Mont-de-Vougney,25120,25,Doubs
25393,Montécheroux,25190,25,Doubs
25394,Montenois,25260,25,Doubs
25395,Montfaucon,25660,25,Doubs
25397,Montferrand-le-Château,25320,25,Doubs
25400,Montgesoye,25111,25,Doubs
25401,Montivernage,25110,25,Doubs
25402,Montjoie-le-Château,25190,25,Doubs
25403,Montlebon,25500,25,Doubs
25404,Montmahoux,25270,25,Doubs
25405,Montperreux,25160,25,Doubs
25406,Montrond-le-Château,25660,25,Doubs
25408,Montussaint,25680,25,Doubs
25410,Morre,25660,25,Doubs
25411,Morteau,25500,25,Doubs
25413,Mouthe,25240,25,Doubs
25414,Le Moutherot,25170,25,Doubs
25415,Mouthier-Haute-Pierre,25920,25,Doubs
25416,Myon,25440,25,Doubs
25417,Naisey-les-Granges,25360,25,Doubs
25418,Nancray,25360,25,Doubs
25419,Nans,25680,25,Doubs
25420,Nans-sous-Sainte-Anne,25330,25,Doubs
25421,Narbief,25210,25,Doubs
25422,Neuchâtel-Urtière,25150,25,Doubs
25424,Les Premiers Sapins,25580,25,Doubs
25425,Noël-Cerneux,25500,25,Doubs
25426,Noirefontaine,25190,25,Doubs
25427,Noironte,25170,25,Doubs
25428,Nommay,25600,25,Doubs
25429,Novillars,25220,25,Doubs
25430,Ollans,25640,25,Doubs
25431,Onans,25250,25,Doubs
25432,Orchamps-Vennes,25390,25,Doubs
25433,Orgeans-Blanchefontaine,25120,25,Doubs
25434,Ornans,25290;25620,25,Doubs
25435,Orsans,25530,25,Doubs
25436,Orve,25430,25,Doubs
25437,Osse,25360,25,Doubs
25438,Osselle-Routelle,25320;25410,25,Doubs
25439,Ougney-Douvot,25640,25,Doubs
25440,Ouhans,25520,25,Doubs
25441,Ouvans,25530,25,Doubs
25442,Oye-et-Pallet,25160,25,Doubs
25443,Palantine,25440,25,Doubs
25444,Palise,25870,25,Doubs
25445,Paroy,25440,25,Doubs
25446,Passavant,25360,25,Doubs
25447,Passonfontaine,25690,25,Doubs
25448,Pelousey,25170,25,Doubs
25449,Péseux,25190,25,Doubs
25450,Pessans,25440,25,Doubs
25451,Petite-Chaux,25240,25,Doubs
25452,Pierrefontaine-lès-Blamont,25310,25,Doubs
25453,Pierrefontaine-les-Varans,25510,25,Doubs
25454,Pirey,25480,25,Doubs
25455,Placey,25170,25,Doubs
25456,Plaimbois-du-Miroir,25210,25,Doubs
25457,Plaimbois-Vennes,25390,25,Doubs
25458,Les Plains-et-Grands-Essarts,25470,25,Doubs
25459,La Planée,25160,25,Doubs
25460,Le Val,25440,25,Doubs
25461,Pompierre-sur-Doubs,25340,25,Doubs
25462,Pontarlier,25300,25,Doubs
25463,Pont-de-Roide-Vermondans,25150,25,Doubs
25464,Les Pontets,25240,25,Doubs
25465,Pont-les-Moulins,25110,25,Doubs
25466,Pouilley-Français,25410,25,Doubs
25467,Pouilley-les-Vignes,25115,25,Doubs
25468,Pouligney-Lusans,25640,25,Doubs
25469,Présentevillers,25550,25,Doubs
25470,La Prétière,25250,25,Doubs
25471,Provenchère,25380,25,Doubs
25472,Puessans,25680,25,Doubs
25473,Pugey,25720,25,Doubs
25474,Le Puy,25640,25,Doubs
25475,Quingey,25440,25,Doubs
25476,Rahon,25430,25,Doubs
25477,Rancenay,25320,25,Doubs
25478,Randevillers,25430,25,Doubs
25479,Rang,25250,25,Doubs
25481,Raynans,25550,25,Doubs
25482,Recologne,25170,25,Doubs
25483,Reculfoz,25240,25,Doubs
25485,Rémondans-Vaivre,25150,25,Doubs
25486,Remoray-Boujeons,25160,25,Doubs
25487,Renédale,25520,25,Doubs
25488,Rennes-sur-Loue,25440,25,Doubs
25489,Reugney,25330,25,Doubs
25490,Rigney,25640,25,Doubs
25491,Rignosot,25640,25,Doubs
25492,Rillans,25110,25,Doubs
25493,La Rivière-Drugeon,25560,25,Doubs
25494,Rochejean,25370,25,Doubs
25495,Roche-lez-Beaupré,25220,25,Doubs
25496,Roche-lès-Clerval,25340,25,Doubs
25497,Roches-lès-Blamont,25310,25,Doubs
25498,Rognon,25680,25,Doubs
25499,Romain,25680,25,Doubs
25500,Ronchaux,25440,25,Doubs
25501,Rondefontaine,25240,25,Doubs
25502,Roset-Fluans,25410,25,Doubs
25503,Rosières-sur-Barbèche,25190,25,Doubs
25504,Rosureux,25380,25,Doubs
25505,Rougemont,25680,25,Doubs
25506,Rougemontot,25640,25,Doubs
25507,Rouhe,25440,25,Doubs
25508,Roulans,25640,25,Doubs
25510,Ruffey-le-Château,25170,25,Doubs
25511,Rurey,25290,25,Doubs
25512,Le Russey,25210,25,Doubs
25513,Sainte-Anne,25270,25,Doubs
25514,Saint-Antoine,25370,25,Doubs
25515,Sainte-Colombe,25300,25,Doubs
25516,Saint-Georges-Armont,25340,25,Doubs
25517,Saint-Gorgon-Main,25520,25,Doubs
25518,Saint-Hilaire,25640,25,Doubs
25519,Saint-Hippolyte,25190,25,Doubs
25520,Saint-Juan,25360,25,Doubs
25521,Saint-Julien-lès-Montbéliard,25550,25,Doubs
25522,Saint-Julien-lès-Russey,25210,25,Doubs
25523,Sainte-Marie,25113,25,Doubs
25524,Saint-Maurice-Colombier,25260,25,Doubs
25525,Saint-Point-Lac,25160,25,Doubs
25526,Sainte-Suzanne,25630,25,Doubs
25527,Saint-Vit,25410,25,Doubs
25528,Samson,25440,25,Doubs
25529,Sancey,25430,25,Doubs
25532,Saône,25660,25,Doubs
25534,Sarrageois,25240,25,Doubs
25535,Saules,25580,25,Doubs
25536,Sauvagney,25170,25,Doubs
25537,Scey-Maisières,25290,25,Doubs
25538,Séchin,25110,25,Doubs
25539,Seloncourt,25230,25,Doubs
25540,Semondans,25750,25,Doubs
25541,Septfontaines,25270,25,Doubs
25542,Serre-les-Sapins,25770,25,Doubs
25544,Servin,25430,25,Doubs
25545,Silley-Amancey,25330,25,Doubs
25546,Silley-Bléfond,25110,25,Doubs
25547,Sochaux,25600,25,Doubs
25548,Solemont,25190,25,Doubs
25550,La Sommette,25510,25,Doubs
25551,Soulce-Cernay,25190,25,Doubs
25552,Sourans,25250,25,Doubs
25553,Soye,25250,25,Doubs
25554,Surmont,25380,25,Doubs
25555,Taillecourt,25400,25,Doubs
25556,Tallans,25680,25,Doubs
25557,Tallenay,25870,25,Doubs
25558,Tarcenay-Foucherans,25620,25,Doubs
25559,Thiébouhans,25470,25,Doubs
25560,Thise,25220,25,Doubs
25561,Thoraise,25320,25,Doubs
25562,Thulay,25310,25,Doubs
25563,Thurey-le-Mont,25870,25,Doubs
25564,Torpes,25320,25,Doubs
25565,Touillon-et-Loutelet,25370,25,Doubs
25566,La Tour-de-Sçay,25640,25,Doubs
25567,Tournans,25680,25,Doubs
25569,Trépot,25620,25,Doubs
25570,Tressandans,25680,25,Doubs
25571,Trévillers,25470,25,Doubs
25572,Trouvans,25680,25,Doubs
25573,Urtière,25470,25,Doubs
25574,Uzelle,25340,25,Doubs
25575,Vaire,25220,25,Doubs
25578,Valdahon,25800,25,Doubs
25579,Val-de-Roulans,25640,25,Doubs
25580,Valentigney,25700,25,Doubs
25582,Valleroy,25870,25,Doubs
25583,Valonne,25190,25,Doubs
25584,Valoreille,25190,25,Doubs
25586,Vandoncourt,25230,25,Doubs
25588,Vaucluse,25380,25,Doubs
25589,Vauclusotte,25380,25,Doubs
25590,Vaudrivillers,25360,25,Doubs
25591,Vaufrey,25190,25,Doubs
25592,Vaux-et-Chantegrue,25160,25,Doubs
25594,Velesmes-Essarts,25410,25,Doubs
25595,Vellerot-lès-Belvoir,25430,25,Doubs
25596,Vellerot-lès-Vercel,25530,25,Doubs
25597,Vellevans,25430,25,Doubs
25598,Venise,25870,25,Doubs
25599,Vennans,25640,25,Doubs
25600,Vennes,25390,25,Doubs
25601,Vercel-Villedieu-le-Camp,25530,25,Doubs
25602,Vergranne,25110,25,Doubs
25604,Verne,25110,25,Doubs
25605,Vernierfontaine,25580,25,Doubs
25607,Vernois-lès-Belvoir,25430,25,Doubs
25608,Le Vernoy,25750,25,Doubs
25609,Verrières-de-Joux,25300,25,Doubs
25611,La Vèze,25660,25,Doubs
25612,Vieilley,25870,25,Doubs
25613,Viéthorey,25340,25,Doubs
25614,Vieux-Charmont,25600,25,Doubs
25615,Villars-lès-Blamont,25310,25,Doubs
25616,Villars-Saint-Georges,25410,25,Doubs
25617,Villars-sous-Dampjoux,25190,25,Doubs
25618,Villars-sous-Écot,25150,25,Doubs
25619,Les Villedieu,25240,25,Doubs
25621,Villeneuve-d'Amont,25270,25,Doubs
25622,Villers-Buzon,25170,25,Doubs
25623,Villers-Chief,25530,25,Doubs
25624,Villers-Grélot,25640,25,Doubs
25625,Villers-la-Combe,25510,25,Doubs
25626,Villers-Saint-Martin,25110,25,Doubs
25627,Villers-sous-Chalamont,25270,25,Doubs
25629,Voillans,25110,25,Doubs
25630,Voires,25580,25,Doubs
25631,Vorges-les-Pins,25320,25,Doubs
25632,Voujeaucourt,25420,25,Doubs
25633,Vuillafans,25840,25,Doubs
25634,Vuillecin,25300,25,Doubs
25635,Vyt-lès-Belvoir,25430,25,Doubs
26001,Solaure en Diois,26150,26,Drôme
26002,Albon,26140,26,Drôme
26003,Aleyrac,26770,26,Drôme
26004,Alixan,26300,26,Drôme
26005,Allan,26780,26,Drôme
26006,Allex,26400,26,Drôme
26007,Ambonil,26800,26,Drôme
26008,Ancône,26200,26,Drôme
26009,Andancette,26140,26,Drôme
26010,Anneyron,26140,26,Drôme
26011,Aouste-sur-Sye,26400,26,Drôme
26012,Arnayon,26470,26,Drôme
26013,Arpavon,26110,26,Drôme
26014,Arthémonay,26260,26,Drôme
26015,Aubenasson,26340,26,Drôme
26016,Aubres,26110,26,Drôme
26017,Aucelon,26340,26,Drôme
26018,Aulan,26570,26,Drôme
26019,Aurel,26340,26,Drôme
26020,La Répara-Auriples,26400,26,Drôme
26021,Autichamp,26400,26,Drôme
26022,Ballons,26560,26,Drôme
26023,Barbières,26300,26,Drôme
26024,Barcelonne,26120,26,Drôme
26025,Barnave,26310,26,Drôme
26026,Barret-de-Lioure,26570,26,Drôme
26027,Barsac,26150,26,Drôme
26028,Bathernay,26260,26,Drôme
26030,La Bâtie-des-Fonds,26310,26,Drôme
26031,La Bâtie-Rolland,26160,26,Drôme
26032,La Baume-Cornillane,26120,26,Drôme
26033,La Baume-de-Transit,26790,26,Drôme
26034,La Baume-d'Hostun,26730,26,Drôme
26035,Beaufort-sur-Gervanne,26400,26,Drôme
26036,Beaumont-en-Diois,26310,26,Drôme
26037,Beaumont-lès-Valence,26760,26,Drôme
26038,Beaumont-Monteux,26600,26,Drôme
26039,Beauregard-Baret,26300,26,Drôme
26040,Beaurières,26310,26,Drôme
26041,Beausemblant,26240,26,Drôme
26042,Beauvallon,26800,26,Drôme
26043,Beauvoisin,26170,26,Drôme
26045,La Bégude-de-Mazenc,26160,26,Drôme
26046,Bellecombe-Tarendol,26110,26,Drôme
26047,Bellegarde-en-Diois,26470,26,Drôme
26048,Bénivay-Ollon,26170,26,Drôme
26049,Bésayes,26300,26,Drôme
26050,Bésignan,26110,26,Drôme
26051,Bézaudun-sur-Bîne,26460,26,Drôme
26052,Bonlieu-sur-Roubion,26160,26,Drôme
26054,Bouchet,26790,26,Drôme
26055,Boulc,26410,26,Drôme
26056,Bourdeaux,26460,26,Drôme
26057,Bourg-de-Péage,26300,26,Drôme
26058,Bourg-lès-Valence,26500,26,Drôme
26059,Bouvante,26190,26,Drôme
26060,Bouvières,26460,26,Drôme
26061,Bren,26260,26,Drôme
26062,Brette,26340,26,Drôme
26063,Buis-les-Baronnies,26170,26,Drôme
26064,Chabeuil,26120,26,Drôme
26065,Chabrillan,26400,26,Drôme
26066,Le Chaffal,26190,26,Drôme
26067,Chalancon,26470,26,Drôme
26068,Le Chalon,26350,26,Drôme
26069,Chamaloc,26150,26,Drôme
26070,Chamaret,26230,26,Drôme
26071,Chanos-Curson,26600,26,Drôme
26072,Chantemerle-les-Blés,26600,26,Drôme
26073,Chantemerle-lès-Grignan,26230,26,Drôme
26074,La Chapelle-en-Vercors,26420,26,Drôme
26075,La Charce,26470,26,Drôme
26076,Charens,26310,26,Drôme
26077,Charmes-sur-l'Herbasse,26260,26,Drôme
26078,Charols,26450,26,Drôme
26079,Charpey,26300,26,Drôme
26080,Chastel-Arnaud,26340,26,Drôme
26081,Châteaudouble,26120,26,Drôme
26082,Châteauneuf-de-Bordette,26110,26,Drôme
26083,Châteauneuf-de-Galaure,26330,26,Drôme
26084,Châteauneuf-sur-Isère,26300,26,Drôme
26085,Châteauneuf-du-Rhône,26780,26,Drôme
26086,Châtillon-en-Diois,26410,26,Drôme
26087,Châtillon-Saint-Jean,26750,26,Drôme
